"","navn","ministerpost","parti","start","stop","regering","r_start","r_stop","time","early"
"520","Julius Bomholt"," Socialminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"521","Bodil Koch"," Kirkeminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"522","Hans Hækkerup"," Justitsminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"523","Kai Lindberg"," Minister for offentlige arbejder og for Grønland "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"524","Poul Hansen"," Forsvarsminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"525","Oluf Pedersen"," Fiskeriminister "," (E)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"526","Kaj Bundvad"," Arbejds- og boligminister "," (A)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"527","Karl Skytte"," Landbrugsminister "," (B)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"528","Søren Olesen"," Indenrigsminister "," (E)",1957-05-28,1960-02-21,"Regeringen-hc-Hansen-II",1957-05-28,1960-02-21,2.73660453626758,0
"529","Jens Otto Krag"," Udenrigsminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"530","Kjeld Philip"," Finansminister "," (B)",1960-03-31,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.633879781420774,0
"531","Jørgen Jørgensen"," Undervisningsminister "," (B)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"532","Viggo Starcke"," Minister uden portefølje "," (E)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"533","Bertel Dahlgaard"," Økonomiminister og minister for nordiske anliggender "," (B)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"534","Julius Bomholt"," Socialminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"535","Bodil Koch"," Kirkeminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"536","Hans Hækkerup"," Justitsminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"537","Kai Lindberg"," Minister for offentlige arbejder og for Grønland "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"538","Poul Hansen"," Forsvarsminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"539","Oluf Pedersen"," Fiskeriminister "," (E)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"540","Kaj Bundvad"," Arbejdsminister "," (A)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"541","Karl Skytte"," Landbrugsminister "," (B)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"542","Søren Olesen"," Indenrigsminister "," (E)",1960-02-21,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.740437158470058,0
"543","Kaj Bundvad"," Boligminister "," (A)",1960-02-21,1960-03-31,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.106557377049285,1
"544","Carl P. Jensen"," Boligminister"," (A)",1960-03-31,1960-11-18,"Regeringen-Viggo-Kampmann-I",1960-02-21,1960-11-18,0.633879781420774,0
"545","Viggo Kampmann"," Statsminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"546","Jens Otto Krag"," Udenrigsminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"547","Jørgen Jørgensen"," Undervisningsminister "," (B)",1960-11-18,1961-09-07,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.802410360056911,1
"548","K. Helveg Petersen"," Undervisningsminister "," (B)",1961-09-07,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.989041095890343,0
"549","Bertel Dahlgaard"," Økonomiminister "," (B)",1960-11-18,1961-09-07,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.802410360056911,1
"550","Kjeld Philip"," Økonomiminister "," (B)",1961-09-07,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.989041095890343,0
"551","Julius Bomholt"," Socialminister "," (A)",1960-11-18,1961-09-07,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.802410360056911,1
"552","Kaj Bundvad"," Socialminister "," (A)",1961-09-07,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.989041095890343,0
"553","Julius Bomholt"," Minister for kulturelle anliggender "," (A)",1961-09-07,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.989041095890343,0
"554","Bodil Koch"," Kirkeminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"555","Hans Hækkerup"," Justitsminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"556","Kai Lindberg"," Minister for offentlige arbejder "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"557","Poul Hansen"," Forsvarsminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"558","Kaj Bundvad"," Arbejdsminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"559","Karl Skytte"," Landbrugsminister "," (B)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"560","Carl P. Jensen"," Boligminister "," (A)",1960-11-18,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,1.79145145594725,0
"561","Hans R. Knudsen"," Indenrigsminister "," (A)",1960-11-18,1961-09-07,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.802410360056911,1
"562","Lars P. Jensen"," Indenrigsminister "," (A)",1961-09-07,1962-09-03,"Regeringen-Viggo-Kampmann-II",1960-11-18,1962-09-03,0.989041095890343,0
