"","navn","ministerpost","parti","start","stop","dod","regering","r_start","r_stop","time","p_start","p_stop","early","regering_lower","Nr","Regeringsnavn","Fra","Parti(er)","Til","Kaldenavn","url_add"
"81","L.N. Scheele"," Udenrigsminister og  Minister for Holsten og Lauenborg",NA,1856-10-18,1857-05-13,NA,"Regeringen-Andrae",1856-10-18,1857-05-13,0.566561868403369,1856-10-18,1857-05-13,0,"regeringen-andrae",8,"Regeringen Andræ","18. oktober 1856","Konservativ-nationalliberal","13. maj 1857  (0 år og 207 dage)","","Regeringen-Andrae"
"82","C.C. Hall"," Konsejlspræsident og  Kultusminister (til 06.05.1859) Udenrigsminister (fra 10.07.1858)  og ",NA,1859-05-06,1859-05-06,"06.05.1859","Regeringen-Hall-I",1857-05-13,NA,0,1859-05-06,1859-05-06,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"83","C.G. Andræ"," Finansminister (til 10.07.1858)  og  og ",NA,1857-05-13,1858-07-10,"10.07.1858","Regeringen-Hall-I",1857-05-13,NA,1.158904109589,1857-05-13,1858-07-10,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"84","A.F. Krieger Finansminister Indenrigsminister (til 26.07.1858 samt fra 06.05.1859) "," og  og "," (fra 10.07.1858 – til 06.05.1859)",1857-05-13,NA,"","Regeringen-Hall-I",1857-05-13,NA,NA,1857-05-13,NA,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"85","F. Wolfhagen"," Minister for Slesvig  og  og ",NA,1857-05-13,NA,"","Regeringen-Hall-I",1857-05-13,NA,NA,1857-05-13,NA,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"86","Carl Simony; Justitsminister "," og  og ",NA,1857-05-13,NA,"","Regeringen-Hall-I",1857-05-13,NA,NA,1857-05-13,NA,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"87","Wilhelm Michelsen"," Marineminister og  Udenrigsminister (til 10.07.1858)  og ",NA,1857-05-13,1858-07-10,"10.07.1858","Regeringen-Hall-I",1857-05-13,NA,1.158904109589,1857-05-13,1858-07-10,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"88","I.J. Unsgaard"," Minister for Monarkiets Fælles indre Anliggender og  Minister for Holstein og Lauenborg og  Indenrigsminister (fra 26.07.1858 til 06.05.1859) ",NA,1858-07-26,1858-07-26,"26.07.1858","Regeringen-Hall-I",1857-05-13,NA,0,1858-07-26,1858-07-26,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"89","Carl Lundbye"," Krigsminister  og  og ",NA,1857-05-13,NA,"","Regeringen-Hall-I",1857-05-13,NA,NA,1857-05-13,NA,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"90","C.E. Fenger. Finansminister "," og  og "," (fra 06.05.1859)",1857-05-13,NA,"","Regeringen-Hall-I",1857-05-13,NA,NA,1857-05-13,NA,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"91","D.G. Monrad"," Kultusminister (fra 06.05.1859) og  og ",NA,1859-05-06,1859-05-06,"06.05.1859","Regeringen-Hall-I",1857-05-13,NA,0,1859-05-06,1859-05-06,NA,"regeringen-hall-i",9,"Regeringen Hall I","13. maj 1857","nationalliberal","2. december 1859  (2 år og 203 dage)","","Regeringen-Hall-I"
"92","C.E. Rotwitt"," Konsejlspræsident og  Justitsminister (til 08.02.1860) og  Minister for Holsten og Lauenborg (til 08.02.1860) † 08.02.1860 ",NA,1859-12-02,1860-02-08,"08.02.1860","Regeringen-Rotwitt",1859-12-02,NA,0.18601691743379,1859-12-02,1860-02-08,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"93","Carl Frederik Blixen Finecke"," Minister for Slesvig og  fungerende regeringschef fra 08.02.1860 til 24.02.1860  og ",NA,1860-02-08,1860-02-08,"08.02.1860","Regeringen-Rotwitt",1859-12-02,NA,0,1860-02-08,1860-02-08,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"94","Chr. v. Jessen"," Indenrigsminister og  Justitsminister (fra 08.02.1860)  og ",NA,1860-02-08,1860-02-08,"08.02.1860","Regeringen-Rotwitt",1859-12-02,NA,0,1860-02-08,1860-02-08,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"95","Regnar Westenholz"," Finansminister og  Minister for Holsten og Lauenborg (fra 08.02.1860)  og ",NA,1860-02-08,1860-02-08,"08.02.1860","Regeringen-Rotwitt",1859-12-02,NA,0,1860-02-08,1860-02-08,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"96","Hans Nicolai Thestrup"," Marineminister; Krigsminister  og  og ",NA,1859-12-02,NA,"","Regeringen-Rotwitt",1859-12-02,NA,NA,1859-12-02,NA,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"97","V.A. Borgen"," Kultusminister og  og ",NA,1859-12-02,NA,"","Regeringen-Rotwitt",1859-12-02,NA,NA,1859-12-02,NA,NA,"regeringen-rotwitt",10,"Regeringen Rotwitt","2. december 1859","bondevenner","24. februar 1860 (0 år og 84 dage)","","Regeringen-Rotwitt"
"98","C.C. Hall"," Konsejlspræsident og  Udenrigsminister og  Minister for Holsten og Lauenborg (fra 30.03.1861) ",NA,1861-03-30,1861-03-30,"30.03.1861","Regeringen-Hall-II",1860-02-24,NA,0,1861-03-30,1861-03-30,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"99","C.E. Fenger"," Finansminister  og  og ",NA,1860-02-24,NA,"","Regeringen-Hall-II",1860-02-24,NA,NA,1860-02-24,NA,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"100","Orla Lehmann"," Indenrigsminister (fra 15.09.1861)  og  og ",NA,1861-09-15,1861-09-15,"15.09.1861","Regeringen-Hall-II",1860-02-24,NA,0,1861-09-15,1861-09-15,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"101","Harald Raasløff"," Minister for Holsten og Lauenborg (til 30.03.1861)  og  og ",NA,1860-02-24,1861-03-30,"30.03.1861","Regeringen-Hall-II",1860-02-24,NA,1.09355490680423,1860-02-24,1861-03-30,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"102","Steen Bille"," Marineminister  og  og ",NA,1860-02-24,NA,"","Regeringen-Hall-II",1860-02-24,NA,NA,1860-02-24,NA,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"103","D.G. Monrad"," Kultusminister og  Indenrigsminister (til 15.09.1861)  og ",NA,1860-02-24,1861-09-15,"15.09.1861","Regeringen-Hall-II",1860-02-24,NA,1.55656860543445,1860-02-24,1861-09-15,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"104","Hans Nicolai Thestrup"," Krigsminister (til 13.08.1863)  og  og ",NA,1860-02-24,1863-08-13,"13.08.1863","Regeringen-Hall-II",1860-02-24,NA,3.46615764653029,1860-02-24,1863-08-13,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"105","A.L. Casse"," Justitsminister  og  og ",NA,1860-02-24,NA,"","Regeringen-Hall-II",1860-02-24,NA,NA,1860-02-24,NA,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"106","F. Wolfhagen"," Minister for Slesvig  og  og ",NA,1860-02-24,NA,"","Regeringen-Hall-II",1860-02-24,NA,NA,1860-02-24,NA,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"107","Carl Lundbye"," Krigsminister (fra 13.08.1963) og  og ",NA,1863-08-13,1963-08-13,"13.08.1963","Regeringen-Hall-II",1860-02-24,NA,100,1863-08-13,1963-08-13,NA,"regeringen-hall-ii",11,"Regeringen Hall II","24. februar 1860","nationalliberal","31. december 1863  (3 år og 310 dage)","","Regeringen-Hall-II"
"108","D.G. Monrad"," Konsejlspræsident og  Finansminister og  Minister for Holsten og Lauenborg og  Udenrigsminister (til 08.01.1864) ",NA,1863-12-31,1864-01-08,"08.01.1864","Regeringen-Monrad",1863-12-31,NA,0.0218654090874679,1863-12-31,1864-01-08,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"109","A.L. Casse"," Justitsminister  og  og  og ",NA,1863-12-31,NA,"","Regeringen-Monrad",1863-12-31,NA,NA,1863-12-31,NA,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"110","Wilhelm Johannsen"," Minister for Slesvig (fra 24.01.1864)  og  og  og ",NA,1864-01-24,1864-01-24,"24.01.1864","Regeringen-Monrad",1863-12-31,NA,0,1864-01-24,1864-01-24,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"111","Carl v. Nutzhorn"," Indenrigsminister (til 10.05.1864)  og  og  og ",NA,1863-12-31,1864-05-10,"10.05.1864","Regeringen-Monrad",1863-12-31,NA,0.357930982857852,1863-12-31,1864-05-10,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"112","George Quaade"," Udenrigsminister (fra 08.01.1864)  og  og  og ",NA,1864-01-08,1864-01-08,"08.01.1864","Regeringen-Monrad",1863-12-31,NA,0,1864-01-08,1864-01-08,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"113","Carl Simony"," Minister for Slesvig (til 24.01.1864)  og  og  og ",NA,1863-12-31,1864-01-24,"24.01.1864","Regeringen-Monrad",1863-12-31,NA,0.0655812560819413,1863-12-31,1864-01-24,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"114","C.E. Reich"," Krigsminister (fra 18.05.1864)  og  og  og ",NA,1864-05-18,1864-05-18,"18.05.1864","Regeringen-Monrad",1863-12-31,NA,0,1864-05-18,1864-05-18,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"115","C.T. Engelstoft"," Kultusminister  og  og  og ",NA,1863-12-31,NA,"","Regeringen-Monrad",1863-12-31,NA,NA,1863-12-31,NA,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"116","Carl Lundbye"," Krigsminister (til 18.05.1864)  og  og  og ",NA,1863-12-31,1864-05-18,"18.05.1864","Regeringen-Monrad",1863-12-31,NA,0.379788906355316,1863-12-31,1864-05-18,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"117","H.R. Carlsen"," Indenrigsminister (fra 10.05.1864)  og  og  og ",NA,1864-05-10,1864-05-10,"10.05.1864","Regeringen-Monrad",1863-12-31,NA,0,1864-05-10,1864-05-10,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"118","O.H. Lütken"," Marineminister og  og  og ",NA,1863-12-31,NA,"","Regeringen-Monrad",1863-12-31,NA,NA,1863-12-31,NA,NA,"regeringen-monrad",12,"Regeringen Monrad","31. december 1863","","11. juli 1864 (0 år og 193 dage)","Millionen","Regeringen-Monrad"
"119","C.A. Bluhme"," Konsejlspræsident og  Udenrigsminister og  Minister for Holstein og Lauenborg (til 16.11.1864) ",NA,1864-07-11,1864-11-16,"16.11.1864","Regeringen-Bluhme-II",1864-07-11,NA,0.349726775956242,1864-07-11,1864-11-16,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"120","C.N. David"," Finansminister  og  og ",NA,1864-07-11,NA,"","Regeringen-Bluhme-II",1864-07-11,NA,NA,1864-07-11,NA,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"121","F. Tillisch"," Indenrigsminister  og  og ",NA,1864-07-11,NA,"","Regeringen-Bluhme-II",1864-07-11,NA,NA,1864-07-11,NA,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"122","O.H. Lütken"," Marineminister  og  og ",NA,1864-07-11,NA,"","Regeringen-Bluhme-II",1864-07-11,NA,NA,1864-07-11,NA,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"123","George Quaade"," Justitsminister og  Kultusminister (begge a.i. 30.03.1865 – 07.04.1865) og  Minister uden porteføjle (11.07.1864 – 13.05.1865) ",NA,1864-07-11,1865-03-30,"30.03.1865","Regeringen-Bluhme-II",1864-07-11,NA,0.716505726476498,1864-07-11,1865-03-30,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"124","Carl Moltke"," Minister uden porteføjle (13.05.1865 – 05.07.1865)  og  og ",NA,1864-07-11,1865-05-13,"13.05.1865","Regeringen-Bluhme-II",1864-07-11,NA,0.837053671682042,1864-07-11,1865-05-13,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"125","C.F. Hansen"," Krigsminister  og  og ",NA,1864-07-11,NA,"","Regeringen-Bluhme-II",1864-07-11,NA,NA,1864-07-11,NA,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"126","E. Heltzen"," Justitsminister og  Kultusminister (begge til 30.03.1865)  og ",NA,1864-07-11,1865-03-30,"30.03.1865","Regeringen-Bluhme-II",1864-07-11,NA,0.716505726476498,1864-07-11,1865-03-30,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"127","Cosmus Bræstrup"," Justitsminister og  Kultusminister (begge fra 07.04.1865) og ",NA,1865-04-07,1865-04-07,"07.04.1865","Regeringen-Bluhme-II",1864-07-11,NA,0,1865-04-07,1865-04-07,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"128","Wilhelm Johannsen"," Minister for Slesvig (til 18.11.1864) og  og ",NA,1864-07-11,1864-11-18,"18.11.1864","Regeringen-Bluhme-II",1864-07-11,NA,0.355191256830722,1864-07-11,1864-11-18,NA,"regeringen-bluhme-ii",13,"Regeringen Bluhme II","11. juli 1864","Konservativ","6. november 1865 (1 år og 118 dage)","","Regeringen-Bluhme-II"
"129","C.E. Krag-Juel-Vind-Frijs"," Konsejlspræsident og  Udenrigsminister ",NA,1865-11-06,NA,"","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,NA,1865-11-06,NA,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"130","Aleth Hansen"," Kultusminister (15.03.1868 – 22.09.1869)  og ",NA,1865-11-06,1868-03-15,"15.03.1868","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,2.35561044988413,1865-11-06,1868-03-15,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"131","Carl v. Nutzhorn"," Justitsminister (fra 10.08.1868)  og ",NA,1868-08-10,1868-08-10,"10.08.1868","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0,1868-08-10,1868-08-10,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"132","C. Leuning"," Justitsminister (til 21.07.1867)  og ",NA,1865-11-06,1867-07-21,"21.07.1867","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,1.70410958904108,1865-11-06,1867-07-21,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"133","C.A. Fonnesbech"," Finansminister og  Kultusminister (a.i. 06.03.1868 – 15.03.1968) ",NA,1865-11-06,1868-03-06,"06.03.1868","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,2.33102028594953,1865-11-06,1868-03-06,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"134","Otto Fr. Suenson"," Marineminister (01.11.1867 – 22.09.1869)  og ",NA,1865-11-06,1867-11-01,"01.11.1867","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,1.98630136986299,1865-11-06,1867-11-01,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"135","Wolfgang Haffner"," Indenrigsminister (fra 22.09.1869)  og ",NA,1869-09-22,1869-09-22,"22.09.1869","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0,1869-09-22,1869-09-22,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"136","Hans Herman Grove"," Marineminister (til 17.08.1866)  og ",NA,1865-11-06,1866-08-17,"17.08.1866","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0.778082191780868,1865-11-06,1866-08-17,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"137","J.B.S. Estrup"," Indenrigsminister (til 22.09.1869) og  Marineminister (a.i. 17.08.1866 – 17.09.1866) ",NA,1865-11-06,1869-09-22,"22.09.1869","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,3.8767123287671,1865-11-06,1869-09-22,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"138","P.C. Kierkegaard"," Kultusminister (04.09.1867 – 06.03.1868)  og ",NA,1865-11-06,1867-09-04,"04.09.1867","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,1.82739726027398,1865-11-06,1867-09-04,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"139","E. Emil Rosenørn"," Kultusminister (fra 22.09.1869)  og ",NA,1869-09-22,1869-09-22,"22.09.1869","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0,1869-09-22,1869-09-22,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"140","Theodor Rosenørn-Teilmann"," Justitsminister (21.07.1867 – 10.08.1868)  og ",NA,1865-11-06,1867-07-21,"21.07.1867","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,1.70410958904108,1865-11-06,1867-07-21,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"141","J.W. Neergaard"," Krigsminister (til 29.09.1866)  og ",NA,1865-11-06,1866-09-29,"29.09.1866","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0.895890410959055,1865-11-06,1866-09-29,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"142","C. van Dockum"," Marineminister (17.09.1866 – 01.11.1867)  og ",NA,1865-11-06,1866-09-17,"17.09.1866","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0.863013698630084,1865-11-06,1866-09-17,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"143","Waldemar Raasløff"," Krigsminister (29.09.1866 – 19.04.1870) og  Marineminister (22.09.1869 – 19.04.1870)",NA,1865-11-06,1866-09-29,"29.09.1866","Regeringen-krag-juel-vind-frijs",1865-11-06,NA,0.895890410959055,1865-11-06,1866-09-29,NA,"regeringen-krag-juel-vind-frijs",14,"Regeringen Frijs","6. november 1865","","28. maj 1870 (4 år og 203 dage)","","Regeringen-krag-juel-vind-frijs"
"144","Ludvig Holstein-Holsteinborg"," Konsejlspræsident og  Finansminister (a.i. 2503.1872 – 01.07.1872) ",NA,1870-05-28,1872-03-25,"2503.1872","Regeringen-Holstein-Holsteinborg",1870-05-28,NA,1.82676847069388,1870-05-28,1872-03-25,NA,"regeringen-holstein-holsteinborg",15,"Regeringen Holstein-Holsteinborg","28. maj 1870","Nationale Godsejere og nationalliberale","14. juli 1874 (4 år og 47 dage)","","Regeringen-Holstein-Holsteinborg"
